#Mixed Input, LLSF Estimator; n=1024, d=2, lr=0.001, mu=5
#Steps		Objective	weight_loss0	4.762082	0.171801 
10	3.140163	0.118627 
20	2.312679	0.086780 
30	1.887493	0.067193 
40	1.661664	0.054620 
50	1.537261	0.046205 
60	1.466454	0.040366 
70	1.425035	0.036192 
80	1.400263	0.033137 
90	1.385179	0.030857 
100	1.375861	0.029128 
110	1.370039	0.027801 
120	1.366367	0.026772 
130	1.364034	0.025968 
140	1.362543	0.025335 
150	1.361585	0.024835 
160	1.360967	0.024438 
170	1.360568	0.024121 
180	1.360310	0.023868 
190	1.360141	0.023665 
200	1.360032	0.023502 
210	1.359961	0.023371 
220	1.359914	0.023266 
230	1.359884	0.023181 
240	1.359864	0.023113 
250	1.359851	0.023057 
260	1.359842	0.023013 
270	1.359837	0.022977 
280	1.359833	0.022948 
290	1.359831	0.022924 
300	1.359829	0.022905 
310	1.359828	0.022890 
320	1.359828	0.022878 
330	1.359827	0.022868 
340	1.359827	0.022860 
350	1.359827	0.022853 
360	1.359826	0.022848 
370	1.359826	0.022843 
380	1.359827	0.022840 
390	1.359826	0.022837 
400	1.359827	0.022835 
410	1.359827	0.022833 
420	1.359827	0.022831 
430	1.359827	0.022830 
440	1.359827	0.022829 
450	1.359827	0.022828 
460	1.359827	0.022828 
470	1.359827	0.022827 
480	1.359827	0.022827 
490	1.359826	0.022827 
500	1.359827	0.022826 
510	1.359827	0.022826 
520	1.359827	0.022826 
530	1.359826	0.022826 
540	1.359827	0.022826 
550	1.359826	0.022826 
560	1.359826	0.022825 
570	1.359826	0.022825 
580	1.359827	0.022825 
590	1.359827	0.022825 
600	1.359826	0.022825 
610	1.359826	0.022825 
620	1.359827	0.022825 
630	1.359827	0.022825 
640	1.359827	0.022825 
650	1.359827	0.022825 
660	1.359827	0.022825 
670	1.359827	0.022825 
680	1.359827	0.022825 
690	1.359827	0.022825 
700	1.359827	0.022825 
710	1.359827	0.022825 
720	1.359827	0.022825 
730	1.359827	0.022825 
740	1.359827	0.022825 
750	1.359827	0.022825 
760	1.359827	0.022825 
770	1.359827	0.022825 
780	1.359827	0.022825 
790	1.359827	0.022825 
800	1.359827	0.022825 
810	1.359827	0.022825 
820	1.359827	0.022825 
830	1.359827	0.022825 
840	1.359827	0.022825 
850	1.359827	0.022825 
860	1.359827	0.022825 
870	1.359827	0.022825 
880	1.359827	0.022825 
890	1.359827	0.022825 
900	1.359827	0.022825 
910	1.359827	0.022825 
920	1.359827	0.022825 
930	1.359827	0.022825 
940	1.359827	0.022825 
950	1.359827	0.022825 
960	1.359827	0.022825 
970	1.359827	0.022825 
980	1.359827	0.022825 
990	1.359827	0.022825 
1000	1.359827	0.022825 
1010	1.359827	0.022825 
1020	1.359827	0.022825 
1030	1.359827	0.022825 
1040	1.359827	0.022825 
1050	1.359827	0.022825 
1060	1.359827	0.022825 
1070	1.359827	0.022825 
1080	1.359827	0.022825 
1090	1.359827	0.022825 
1100	1.359827	0.022825 
1110	1.359827	0.022825 
1120	1.359827	0.022825 
1130	1.359827	0.022825 
1140	1.359827	0.022825 
1150	1.359827	0.022825 
1160	1.359827	0.022825 
1170	1.359827	0.022825 
1180	1.359827	0.022825 
1190	1.359827	0.022825 
1200	1.359827	0.022825 
1210	1.359827	0.022825 
1220	1.359827	0.022825 
1230	1.359827	0.022825 
1240	1.359827	0.022825 
1250	1.359827	0.022825 
1260	1.359827	0.022825 
1270	1.359827	0.022825 
1280	1.359827	0.022825 
1290	1.359827	0.022825 
1300	1.359827	0.022825 
1310	1.359827	0.022825 
1320	1.359827	0.022825 
1330	1.359827	0.022825 
1340	1.359827	0.022825 
1350	1.359827	0.022825 
1360	1.359827	0.022825 
1370	1.359827	0.022825 
1380	1.359827	0.022825 
1390	1.359827	0.022825 
1400	1.359827	0.022825 
1410	1.359827	0.022825 
1420	1.359827	0.022825 
1430	1.359827	0.022825 
1440	1.359827	0.022825 
1450	1.359827	0.022825 
1460	1.359827	0.022825 
1470	1.359827	0.022825 
1480	1.359827	0.022825 
1490	1.359827	0.022825 
1500	1.359827	0.022825 
1510	1.359827	0.022825 
1520	1.359827	0.022825 
1530	1.359827	0.022825 
1540	1.359827	0.022825 
1550	1.359827	0.022825 
1560	1.359827	0.022825 
1570	1.359827	0.022825 
1580	1.359827	0.022825 
1590	1.359827	0.022825 
1600	1.359827	0.022825 
1610	1.359827	0.022825 
1620	1.359827	0.022825 
1630	1.359827	0.022825 
1640	1.359827	0.022825 
1650	1.359827	0.022825 
1660	1.359827	0.022825 
1670	1.359827	0.022825 
1680	1.359827	0.022825 
1690	1.359827	0.022825 
1700	1.359827	0.022825 
1710	1.359827	0.022825 
1720	1.359827	0.022825 
1730	1.359827	0.022825 
1740	1.359827	0.022825 
1750	1.359827	0.022825 
1760	1.359827	0.022825 
1770	1.359827	0.022825 
1780	1.359827	0.022825 
1790	1.359827	0.022825 
1800	1.359827	0.022825 
1810	1.359827	0.022825 
1820	1.359827	0.022825 
1830	1.359827	0.022825 
1840	1.359827	0.022825 
1850	1.359827	0.022825 
1860	1.359827	0.022825 
1870	1.359827	0.022825 
1880	1.359827	0.022825 
1890	1.359827	0.022825 
1900	1.359827	0.022825 
1910	1.359827	0.022825 
1920	1.359827	0.022825 
1930	1.359827	0.022825 
1940	1.359827	0.022825 
1950	1.359827	0.022825 
1960	1.359827	0.022825 
1970	1.359827	0.022825 
1980	1.359827	0.022825 
1990	1.359827	0.022825 
2000	1.359827	0.022825 
2010	1.359827	0.022825 
2020	1.359827	0.022825 
2030	1.359827	0.022825 
2040	1.359827	0.022825 
2050	1.359827	0.022825 
2060	1.359827	0.022825 
2070	1.359827	0.022825 
2080	1.359827	0.022825 
2090	1.359827	0.022825 
2100	1.359827	0.022825 
2110	1.359827	0.022825 
2120	1.359827	0.022825 
2130	1.359827	0.022825 
2140	1.359827	0.022825 
2150	1.359827	0.022825 
2160	1.359827	0.022825 
2170	1.359827	0.022825 
2180	1.359827	0.022825 
2190	1.359827	0.022825 
2200	1.359827	0.022825 
2210	1.359827	0.022825 
2220	1.359827	0.022825 
2230	1.359827	0.022825 
2240	1.359827	0.022825 
2250	1.359827	0.022825 
2260	1.359827	0.022825 
2270	1.359827	0.022825 
2280	1.359827	0.022825 
2290	1.359827	0.022825 
2300	1.359827	0.022825 
2310	1.359827	0.022825 
2320	1.359827	0.022825 
2330	1.359827	0.022825 
2340	1.359827	0.022825 
2350	1.359827	0.022825 
2360	1.359827	0.022825 
2370	1.359827	0.022825 
2380	1.359827	0.022825 
2390	1.359827	0.022825 
2400	1.359827	0.022825 
2410	1.359827	0.022825 
2420	1.359827	0.022825 
2430	1.359827	0.022825 
2440	1.359827	0.022825 
2450	1.359827	0.022825 
2460	1.359827	0.022825 
2470	1.359827	0.022825 
