#Exponential symmetric Input (p(x)=e^{-|x|}/2), L-2 loss; n=8192, d=50, lr=0.005
#Steps		Objective	weight_loss0	59.330200	0.725435 
10	22.365719	0.725987 
20	21.000662	0.693122 
30	19.439281	0.678833 
40	18.306614	0.664424 
50	17.785042	0.644563 
60	17.190037	0.629572 
70	16.634674	0.615907 
80	16.037601	0.603126 
90	15.480981	0.591421 
100	14.935255	0.581309 
110	14.420215	0.572472 
120	13.932869	0.564375 
130	13.492225	0.557190 
140	13.076518	0.550955 
150	12.689848	0.545803 
160	12.324524	0.541624 
170	11.977418	0.538577 
180	11.651017	0.536337 
190	11.334452	0.534133 
200	11.033394	0.532111 
210	10.752647	0.531146 
220	10.488303	0.530954 
230	10.245045	0.531178 
240	10.012039	0.531921 
250	9.787830	0.533402 
260	9.569998	0.535654 
270	9.354880	0.534360 
280	9.152455	0.529399 
290	8.957624	0.524353 
300	8.764877	0.519279 
310	8.587253	0.513695 
320	8.421632	0.508260 
330	8.266909	0.502527 
340	8.111655	0.496673 
350	7.965288	0.490257 
360	7.824570	0.483108 
370	7.690671	0.475577 
380	7.558536	0.468118 
390	7.429780	0.460751 
400	7.302415	0.452967 
410	7.184276	0.444584 
420	7.075443	0.435927 
430	6.971198	0.433863 
440	6.867160	0.433577 
450	6.765342	0.433128 
460	6.671969	0.430068 
470	6.582348	0.423767 
480	6.499414	0.417244 
490	6.420420	0.410822 
500	6.340202	0.403975 
510	6.257994	0.396654 
520	6.178803	0.389228 
530	6.104204	0.381943 
540	6.031763	0.374737 
550	5.964931	0.367459 
560	5.901006	0.360393 
570	5.840863	0.353635 
580	5.783386	0.352970 
590	5.726569	0.351852 
600	5.670565	0.350482 
610	5.614699	0.349308 
620	5.561197	0.348009 
630	5.508754	0.346501 
640	5.458812	0.344477 
650	5.410479	0.342096 
660	5.362307	0.340429 
670	5.313880	0.339271 
680	5.269219	0.337584 
690	5.224613	0.335862 
700	5.181029	0.334224 
710	5.139997	0.332416 
720	5.099078	0.330539 
730	5.055715	0.330298 
740	5.012330	0.331408 
750	4.969367	0.332258 
760	4.927690	0.333252 
770	4.886197	0.334062 
780	4.847513	0.335004 
790	4.810242	0.336274 
800	4.773006	0.337603 
